tipo,numero,titulo,descripcion,comentarios,Comentario Preprocesado,Vector FT-IDF unigrama,Vector FT-IDF bigrama,Etiqueta: positivo(1) | neutral(0) | negativo(-1)
Issue,4652,[17.0][‎‎l10n_es_vat_book] DUA grouped tax error,"The VAT book calculation gives an error when grouped taxes are used.

## Module
l10n_es_vat_book

## Describe the bug
The VAT ledger calculation returns an error when grouped taxes are used. The system attempts to find the grouped tax used in the invoice line within the journal entries and returns a key error.
https://github.com/OCA/l10n-spain/blob/8af041d43cd184373e75b8546b94222896a614e0/l10n_es_vat_book/models/l10n_es_vat_book.py#L281

## To Reproduce
All those that contain the following commit-> https://github.com/OCA/l10n-spain/commit/8744339c6d84fbe2e74d4c5c5a86dc65dd1e6e67

Steps to reproduce the behavior:
1. Create an invoice with a grouped tax (DUA).
2. Validate the invoice.
3. Generate a VAT ledger for the invoice period.
4. A key error will be displayed.

## Error/debug line
Contents of the ""res"" dictionary:
```
2025-12-05 10:11:00,281 1 ERROR test_02_12_25 root: {account.tax(9,): {'tax': account.tax(9,), 'base': 10653.28, 'amount': 0, 'deductible_amount': 0}, account.tax(154,): {'tax': account.tax(154,), 'base': 10653.28, 'amount': 0, 'deductible_amount': 0}} 
```

Error returned by the system:
```
File ""/opt/odoo/auto/addons/l10n_es_vat_book/models/l10n_es_vat_book.py"", line 283, in upsert_book_line_tax
odoo-1        |     vat_book_line[""base_amount""] += res[tax][""base""]
odoo-1        | KeyError: account.tax(157,)
```

As can see, the system tries to search for the tax grouped by the tax breakdowns. Something at this point has not been changed correctly in the commit.","Si podéis vosotros proponer parche, os lo agradecería. Con el fin de año estoy desbordado.",poder proponer parche agradecer año desbordado,"{'poder': 0.288, 'parche': 0.4374, 'agradecer': 0.5751, 'proponer': 0.4565, 'año': 0.4319}","{'proponer parche': 0.7224, 'poder proponer': 0.6915}",1.0
Issue,4652,[17.0][‎‎l10n_es_vat_book] DUA grouped tax error,"The VAT book calculation gives an error when grouped taxes are used.

## Module
l10n_es_vat_book

## Describe the bug
The VAT ledger calculation returns an error when grouped taxes are used. The system attempts to find the grouped tax used in the invoice line within the journal entries and returns a key error.
https://github.com/OCA/l10n-spain/blob/8af041d43cd184373e75b8546b94222896a614e0/l10n_es_vat_book/models/l10n_es_vat_book.py#L281

## To Reproduce
All those that contain the following commit-> https://github.com/OCA/l10n-spain/commit/8744339c6d84fbe2e74d4c5c5a86dc65dd1e6e67

Steps to reproduce the behavior:
1. Create an invoice with a grouped tax (DUA).
2. Validate the invoice.
3. Generate a VAT ledger for the invoice period.
4. A key error will be displayed.

## Error/debug line
Contents of the ""res"" dictionary:
```
2025-12-05 10:11:00,281 1 ERROR test_02_12_25 root: {account.tax(9,): {'tax': account.tax(9,), 'base': 10653.28, 'amount': 0, 'deductible_amount': 0}, account.tax(154,): {'tax': account.tax(154,), 'base': 10653.28, 'amount': 0, 'deductible_amount': 0}} 
```

Error returned by the system:
```
File ""/opt/odoo/auto/addons/l10n_es_vat_book/models/l10n_es_vat_book.py"", line 283, in upsert_book_line_tax
odoo-1        |     vat_book_line[""base_amount""] += res[tax][""base""]
odoo-1        | KeyError: account.tax(157,)
```

As can see, the system tries to search for the tax grouped by the tax breakdowns. Something at this point has not been changed correctly in the commit.","El PR propuesto https://github.com/OCA/l10n-spain/pull/4674 da una solución a la incompatibilidad, pero no se aceptará debido a que el módulo necesita un refactoring, se tendrá en cuenta más adelante, quien quiere utilizarlo es totalmente viable.
Por mi parte dejaría la Issue abierta para que haya una referencia. ",dejar issue abierto referencia,"{'abierto': 0.5325, 'dejar': 0.4473, 'issue': 0.4442, 'referencia': 0.5648}","{'dejar issue': 0.7297, 'issue abierto': 0.6837}",0.0
Issue,4652,[17.0][‎‎l10n_es_vat_book] DUA grouped tax error,"The VAT book calculation gives an error when grouped taxes are used.

## Module
l10n_es_vat_book

## Describe the bug
The VAT ledger calculation returns an error when grouped taxes are used. The system attempts to find the grouped tax used in the invoice line within the journal entries and returns a key error.
https://github.com/OCA/l10n-spain/blob/8af041d43cd184373e75b8546b94222896a614e0/l10n_es_vat_book/models/l10n_es_vat_book.py#L281

## To Reproduce
All those that contain the following commit-> https://github.com/OCA/l10n-spain/commit/8744339c6d84fbe2e74d4c5c5a86dc65dd1e6e67

Steps to reproduce the behavior:
1. Create an invoice with a grouped tax (DUA).
2. Validate the invoice.
3. Generate a VAT ledger for the invoice period.
4. A key error will be displayed.

## Error/debug line
Contents of the ""res"" dictionary:
```
2025-12-05 10:11:00,281 1 ERROR test_02_12_25 root: {account.tax(9,): {'tax': account.tax(9,), 'base': 10653.28, 'amount': 0, 'deductible_amount': 0}, account.tax(154,): {'tax': account.tax(154,), 'base': 10653.28, 'amount': 0, 'deductible_amount': 0}} 
```

Error returned by the system:
```
File ""/opt/odoo/auto/addons/l10n_es_vat_book/models/l10n_es_vat_book.py"", line 283, in upsert_book_line_tax
odoo-1        |     vat_book_line[""base_amount""] += res[tax][""base""]
odoo-1        | KeyError: account.tax(157,)
```

As can see, the system tries to search for the tax grouped by the tax breakdowns. Something at this point has not been changed correctly in the commit.","@pedrobaeza Dejamos esta issue abierta, para que el resto de usuarios tengan más facilidad para encontrar la traza, etc. Cuando más adelante se plantee refactoring, ya cerramos.

Gracias.",pedrobaeza dejar issue abierto resto usuario tener facilidad encontrar traza etc. plantear refactoring cerrar gracias,"{'gracias': 0.1874, 'abierto': 0.266, 'pedrobaeza': 0.1745, 'encontrar': 0.2438, 'dejar': 0.2234, 'issue': 0.2219, 'resto': 0.3057, 'usuario': 0.2354, 'tener': 0.1844, 'facilidad': 0.3498, 'traza': 0.3348, 'etc': 0.2776, 'plantear': 0.2511, 'refactoring': 0.3232, 'cerrar': 0.2077}","{'dejar issue': 0.4962, 'issue abierto': 0.465, 'resto usuario': 0.5184, 'cerrar gracias': 0.5184}",1.0
Issue,4650,[17.0] l10n_es_reav Error al enviar facturas al SII con clave 05 (Agencia de Viajes),"Módulo: l10n_es_reav

Cuándo realizamos el envío al SII de una factura emitida haciendo uso del módulo REAV, se muestra un error indicando que no se cumple el esquema.

Fault('Codigo[4102].El XML no cumple el esquema. Falta informar campo obligatorio.: DesgloseTipoOperacion')

Buscando información observamos que la AEAT indica a mediados de 2023 la normativa cambia y que en facturas con clave 5, debe constar también el desglose:
"" Los campos base imponible (margen), tipo y cuota repercutida son obligatorios. El campo cuota repercutida debe ser igual a la base imponible por el tipo. Asimismo, se deberá consignar el “importe total de la factura”.""

https://sede.agenciatributaria.gob.es/Sede/impuestos-tasas/iva/iva-libros-registro-iva-traves-aeat/preguntas-frecuentes/9-cuestiones-especificas-regimen-especial-viaje.html?utm_source=chatgpt.com&faqId=5b95a7eab67eb510VgnVCM100000dc381e0aRCRD

Hasta dónde observo el módulo no cumple este requerimiento. Simplemente confirmarlo, para agregar esta funcionalidad y descartar repetir trabajo.

Gracias!


","Faltaría un módulo `l10n_es_sii_reav` que añada los mapeos donde correspondan, y tal vez trate la clave adecuada en la posición fiscal.",faltar módulo l10n_es_sii_reav añadir mapeo corresponder tratar clave adecuado posición fiscal,"{'tratar': 0.3128, 'módulo': 0.195, 'faltar': 0.3578, 'añadir': 0.2695, 'mapeo': 0.3315, 'corresponder': 0.3516, 'clave': 0.3459, 'adecuado': 0.3315, 'posición': 0.3234, 'fiscal': 0.3097}","{'añadir mapeo': 0.7996, 'posición fiscal': 0.6005}",0.0
Issue,4642,l10n_es_verifactu_oca - Rectificativas que provienen de albarán de devolución,"No es del todo del ámbito de verifactu, pero se ve afectado.

En el envío de verifactu de las facturas rectificativas se requiere que se indique las facturas rectificadas en el envio.

Cuando una factura rectificativa se genera desde un albarán de devolución por que el albarán de entrega ya ha sido facturado, no se rellena las facturas rectificadas por lo que el enví0 a verifactu se queda 
""FacturasRectificadas"": [], 
No da error, pero nunca se llega a enviar a verifactu, y se bloquea el tratamiento de esta factura.

No se si seria la solución permitir indicar en algún campo que factura se esta rectificando mas que ir a buscar la factura original



 ","¿Pero y cuando sea factura de rappel? ¿O se rectifique una factura no introducida en Odoo (por ejemplo, por cambio de software)? ¿Qué pasa si no se envía `""FacturasRectificadas"": [],`? ¿No debería ser ése el parche?",factura rappel rectificar factura introducido odoo ejemplo cambio software pasar enviar facturasrectificada deber parche,"{'odoo': 0.1764, 'cambio': 0.1998, 'pasar': 0.225, 'software': 0.2946, 'parche': 0.2679, 'factura': 0.338, 'rappel': 0.3371, 'rectificar': 0.3371, 'introducido': 0.3522, 'ejemplo': 0.2165, 'enviar': 0.2092, 'facturasrectificada': 0.3522, 'deber': 0.1988}","{'factura rappel': 0.5774, 'rectificar factura': 0.5774, 'pasar enviar': 0.5774}",0.0
Issue,4642,l10n_es_verifactu_oca - Rectificativas que provienen de albarán de devolución,"No es del todo del ámbito de verifactu, pero se ve afectado.

En el envío de verifactu de las facturas rectificativas se requiere que se indique las facturas rectificadas en el envio.

Cuando una factura rectificativa se genera desde un albarán de devolución por que el albarán de entrega ya ha sido facturado, no se rellena las facturas rectificadas por lo que el enví0 a verifactu se queda 
""FacturasRectificadas"": [], 
No da error, pero nunca se llega a enviar a verifactu, y se bloquea el tratamiento de esta factura.

No se si seria la solución permitir indicar en algún campo que factura se esta rectificando mas que ir a buscar la factura original



 ","Igual si, igual el parche es enviarlas sin ""FacturasRectificadas"": [], aunque lo marca en en diseño del registro como obligatorio, pero si no lo envías lo acepta.
Asi NO se envia a verifactu
        ""TipoFactura"": ""R1"",
        ""TipoRectificativa"": ""I"",
        ""FacturasRectificadas"": [],
Asi SI se envia a verifactu
       ""TipoFactura"": ""R1"",
        ""TipoRectificativa"": false,
        ""DescripcionOperacion"": ""/"",

Pero que no se envíe creo que es propio del módulo de verifactu. No es que aeat lo rechace, realmente no se envia. Pero el cron tampoco da error visible.",parche enviar él facturasrectificadas marcar diseño registro obligatorio enviar aceptar enviar verifactu tipofactura r1 tiporectificativa i facturasrectificada enviar verifactu tipofactura r1 tiporectificativa false descripcionoperacion enviar módulo verifactu aeat rechazar realmente enviar cron error visible,"{'módulo': 0.0885, 'aeat': 0.1181, 'error': 0.0974, 'obligatorio': 0.1505, 'parche': 0.1505, 'verifactu': 0.3791, 'él': 0.0788, 'enviar': 0.7049, 'facturasrectificada': 0.1978, 'marcar': 0.142, 'diseño': 0.1596, 'registro': 0.1435, 'aceptar': 0.1729, 'false': 0.1596, 'rechazar': 0.1729, 'realmente': 0.1451, 'cron': 0.1828, 'visible': 0.1774}","{'enviar él': 0.2908, 'diseño registro': 0.3118, 'obligatorio enviar': 0.3328, 'enviar verifactu': 0.6953, 'módulo verifactu': 0.3212, 'cron error': 0.3476}",-1.0
Issue,4642,l10n_es_verifactu_oca - Rectificativas que provienen de albarán de devolución,"No es del todo del ámbito de verifactu, pero se ve afectado.

En el envío de verifactu de las facturas rectificativas se requiere que se indique las facturas rectificadas en el envio.

Cuando una factura rectificativa se genera desde un albarán de devolución por que el albarán de entrega ya ha sido facturado, no se rellena las facturas rectificadas por lo que el enví0 a verifactu se queda 
""FacturasRectificadas"": [], 
No da error, pero nunca se llega a enviar a verifactu, y se bloquea el tratamiento de esta factura.

No se si seria la solución permitir indicar en algún campo que factura se esta rectificando mas que ir a buscar la factura original



 ","Hola. Tenemos una instalación de Odoo 17 con verifactu, en la cual un usuario, por mala costumbre desde antes de verifactu, realizó una factura rectificativa directamente sin crearla desde la factura de venta original.

El resultado es el mismo que se está comentando en este issue. ¿Ahora que ya la factura rectificativa está creada cuál es la mejor solución? 

Entiendo que lo que está esperando verifactu y le falta es:
```
""FacturasRectificadas"": [
            {
                ""IDFacturaRectificada"": {
                    ""IDEmisorFactura"": ""BXXXXXXXX"",
                    ""NumSerieFactura"": ""SIXXXXX"",
                    ""FechaExpedicionFactura"": ""01-01-2026""
                }
            }
        ]
``` 

¿Podría meterlo a través de BD, o hay alguna otra solución mejor?

Gracias",hola instalación odoo verifactu usuario mala costumbre verifactu factura rectificativo directamente crear él factura venta original resultado comentar issue factura rectificativo creado solución entender esperar verifactu faltar meter él bd solución gracia,"{'odoo': 0.1103, 'solución': 0.2835, 'esperar': 0.1926, 'faltar': 0.1809, 'hola': 0.1171, 'verifactu': 0.4223, 'él': 0.1756, 'directamente': 0.155, 'issue': 0.1398, 'usuario': 0.1483, 'factura': 0.3172, 'instalación': 0.1882, 'rectificativo': 0.3555, 'crear': 0.1449, 'venta': 0.1599, 'original': 0.1809, 'resultado': 0.1844, 'comentar': 0.1408, 'creado': 0.1976, 'entender': 0.1428, 'meter': 0.2036, 'bd': 0.1926, 'gracia': 0.125}","{'instalación odoo': 0.3213, 'odoo verifactu': 0.3075, 'verifactu factura': 0.3075, 'factura rectificativo': 0.5763, 'crear él': 0.3075, 'él factura': 0.3075, 'factura venta': 0.2882, 'comentar issue': 0.3213}",-1.0
Issue,4642,l10n_es_verifactu_oca - Rectificativas que provienen de albarán de devolución,"No es del todo del ámbito de verifactu, pero se ve afectado.

En el envío de verifactu de las facturas rectificativas se requiere que se indique las facturas rectificadas en el envio.

Cuando una factura rectificativa se genera desde un albarán de devolución por que el albarán de entrega ya ha sido facturado, no se rellena las facturas rectificadas por lo que el enví0 a verifactu se queda 
""FacturasRectificadas"": [], 
No da error, pero nunca se llega a enviar a verifactu, y se bloquea el tratamiento de esta factura.

No se si seria la solución permitir indicar en algún campo que factura se esta rectificando mas que ir a buscar la factura original



 ","Hola. Únicamente confirmar que introduciendo en BD el reversed_entry_id de la factura original que está relacionada con la rectificativa, soluciona el problema puntual.

Entiendo que la solución definitiva es que si verifactu está instalado y habilitado, no se permita a los usuarios crear facturas rectificativas directamente, al igual que no se permite la cancelación de las facturas.

Un saludo y muchas gracias",hola únicamente confirmar introducir bd reversed_entry_id factura original relacionado rectificativo solucionar problema puntual entender solución definitivo verifactu instalado habilitado permitir usuario crear factura rectificativa directamente permitir cancelación factura saludo gracia,"{'problema': 0.1202, 'relacionado': 0.1957, 'permitir': 0.3242, 'solución': 0.1586, 'hola': 0.131, 'confirmar': 0.1989, 'verifactu': 0.1575, 'solucionar': 0.1875, 'directamente': 0.1735, 'usuario': 0.1659, 'factura': 0.3549, 'rectificativo': 0.1989, 'crear': 0.1621, 'original': 0.2024, 'entender': 0.1597, 'bd': 0.2155, 'gracia': 0.1398, 'únicamente': 0.2278, 'introducir': 0.2155, 'definitivo': 0.236, 'instalado': 0.2024, 'habilitado': 0.236, 'rectificativa': 0.1875, 'saludo': 0.1808}","{'factura original': 0.3349, 'relacionado rectificativo': 0.3349, 'solucionar problema': 0.3349, 'solución definitivo': 0.3349, 'verifactu instalado': 0.3349, 'permitir usuario': 0.3349, 'crear factura': 0.3206, 'factura rectificativa': 0.3349, 'saludo gracia': 0.3349}",0.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","El validador no parece funcionar correctamente, ya que el XSD sí se cumple, y las facturas suben a FACe. ¿Has probado a subir alguna?",validador funcionar correctamente xsd cumplir factura subir face haber probar subir,"{'funcionar': 0.2624, 'haber': 0.2653, 'correctamente': 0.2967, 'factura': 0.2132, 'cumplir': 0.3379, 'subir': 0.6137, 'face': 0.3795, 'probar': 0.3041}","{'funcionar correctamente': 0.4736, 'subir face': 0.6228, 'probar subir': 0.6228}",1.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","Si, este es el error que me da al intentar subir.

<img width=""1600"" height=""860"" alt=""Image"" src=""https://github.com/user-attachments/assets/231c20f1-dbd5-4084-8c13-1cfc282ce151"" />",error intentar subir,"{'error': 0.4411, 'intentar': 0.65, 'subir': 0.6188}",{},-1.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

",Creo que puede ser por los experimentos con el nuevo sistema FACe que están haciendo. @etobella tú tienes problemas?,experimento sistema face etobella tener problema,"{'problema': 0.3266, 'tener': 0.3531, 'face': 0.5721, 'sistema': 0.4472, 'etobella': 0.4913}",{'tener problema': 1.0},-1.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","Con la integración directa no he visto errores en mis clientes. Por lo que veo del error, se queja de que la etiqueta CnoCnae está definida pero debería estar vacía, pero esto en teoría no se rellena y se vacía automáticamente.",integración directo ver error cliente ver error quejar etiqueta cnocnae definido deber vacío teoría rellenar vaciar automáticamente,"{'error': 0.3035, 'deber': 0.174, 'integración': 0.3083, 'directo': 0.253, 'ver': 0.3316, 'cliente': 0.1811, 'quejar': 0.2951, 'etiqueta': 0.2848, 'definido': 0.2951, 'vacío': 0.2765, 'rellenar': 0.2765, 'vaciar': 0.3083, 'automáticamente': 0.2694}","{'cliente ver': 0.6915, 'quejar etiqueta': 0.7224}",-1.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","@etobella se queja de todas las etiquetas que estan vacias, yo he hecho un fix para que las que estan vacias no las ponga en el fichero y ya me deja subir bien, pero creo que se debe de corregir en el módulo.",etobella quejar etiqueta vacia fix vacia poner fichero dejar subir corregir módulo,"{'módulo': 0.1895, 'fichero': 0.318, 'poner': 0.238, 'dejar': 0.2705, 'subir': 0.2924, 'etobella': 0.3106, 'quejar': 0.4053, 'etiqueta': 0.3913, 'fix': 0.3476, 'corregir': 0.3361}",{'quejar etiqueta': 1.0},1.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","@manuelcalerosolis La limpieza ya se hace automáticamente aquí y está así desde hace tiempo. Los ficheros firmados desde el Odoo deberían salir limpios.

https://github.com/OCA/l10n-spain/blob/18.0/l10n_es_facturae/reports/report_facturae.py#L45",manuelcalerosoli limpieza automáticamente tiempo fichero firmado odoo deber salir limpio,"{'odoo': 0.2111, 'fichero': 0.3166, 'deber': 0.2381, 'automáticamente': 0.3685, 'limpieza': 0.4217, 'tiempo': 0.325, 'firmado': 0.4036, 'salir': 0.2838, 'limpio': 0.3685}","{'fichero firmado': 0.5774, 'firmado odoo': 0.5774, 'salir limpio': 0.5774}",1.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","Mis clientes lo estan exportando sin firmar, tambien deben de salir limpios, ¿no?",cliente exportar firmar salir limpio,"{'cliente': 0.3339, 'salir': 0.3826, 'limpio': 0.4967, 'exportar': 0.4854, 'firmar': 0.5097}",{'salir limpio': 1.0},1.0
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","No lo sé, nunca los he usado así, ya que te complicas mucho la vida. Si lo ves necesario puedes proponer un PR 😉 ",usar complica vida ver necesario poder proponer pr cara guiñar ojo,"{'poder': 0.2413, 'cara': 0.3271, 'ojo': 0.3328, 'proponer': 0.3825, 'ver': 0.2592, 'usar': 0.3714, 'vida': 0.4453, 'necesario': 0.3168, 'pr': 0.272}","{'poder proponer': 0.584, 'ver necesario': 0.5638, 'proponer pr': 0.584}",1.0
